0 160 413 2.462 922 158 -0.599 628 358 0.898 77 329 -1.456 844 210 2.619 829 201 -0.944 354 132 1.283 243 508 -0.526 335 128 1.782 324 237 0.199 711 310 1.904 638 172 0.287 366 457 1.468 423 593 2.006 354 59 0.483 699 424 -0.221
10 162 411 2.47 947 161 -0.554 624 354 0.877 76 331 -1.817 861 250 2.658 806 184 -0.932 391 98 1.256 241 508 -0.305 304 130 1.821 321 236 0.228 711 308 2.159 634 170 0.521 366 453 1.726 428 619 1.949 362 38 0.457 694 425 -0.399
20 164 407 2.126 953 158 -0.145 622 351 0.758 77 334 -1.976 861 250 2.745 807 183 -0.901 392 99 1.197 240 508 -0.249 304 130 1.908 316 234 0.334 712 307 2.44 630 166 0.997 368 448 2.212 422 638 1.907 364 38 0.415 693 427 -0.991
30 164 407 2.224 967 161 0.471 627 355 0.507 71 324 -2.271 861 250 2.849 808 182 -0.889 393 100 1.126 236 510 -0.551 304 130 2.012 318 235 0.219 714 306 2.418 629 165 1.226 363 459 1.879 417 651 1.967 365 39 0.384 694 424 -1.14
40 160 409 2.846 979 172 0.861 630 356 -0.042 59 315 -2.599 861 250 2.958 809 180 -0.882 393 101 1.073 237 508 -0.982 304 130 2.121 331 238 0.3 714 306 3.031 629 165 1.928 361 474 1.546 411 658 2.5 367 40 0.357 695 420 -1.292
50 146 407 3.461 990 188 1.04 634 354 -0.692 55 312 -2.281 861 250 3.069 810 179 -0.868 394 102 1.009 237 508 -0.595 304 130 2.232 343 245 0.654 714 306 3.977 628 165 2.902 365 491 1.271 396 663 3.01 368 40 0.331 696 416 -1.411
60 130 400 3.625 999 204 1.123 639 344 -1.422 51 299 -1.69 861 250 3.182 811 177 -0.852 395 103 0.937 237 508 0.271 304 130 2.345 356 257 0.843 713 295 4.836 612 161 3.637 372 507 1.064 377 663 3.245 370 41 0.306 697 411 -1.449
70 116 393 3.51 1006 222 1.169 636 333 -2.174 52 281 -1.374 861 250 3.294 812 176 -0.847 396 104 0.864 237 508 1.306 304 130 2.457 368 272 0.89 717 280 5.008 599 151 3.959 382 522 0.952 358 660 3.32 371 41 0.28 698 406 -1.468
80 99 389 3.347 1014 240 1.201 621 322 -2.618 58 262 -1.247 861 250 3.406 813 174 -0.843 397 105 0.817 237 509 2.397 304 130 2.569 379 285 0.895 720 265 4.8 591 138 4.301 392 534 0.935 340 656 3.315 373 41 0.255 698 402 -1.594
90 79 385 3.277 1020 258 1.228 604 314 -2.784 64 243 -1.201 861 250 3.519 814 173 -0.829 398 106 0.778 221 514 3.05 304 130 2.682 391 299 0.916 719 249 4.605 588 123 4.651 396 542 1.249 322 654 3.247 374 42 0.23 697 393 -1.592
100 60 383 3.261 1026 275 1.26 597 310 -2.482 72 225 -1.185 861 251 3.631 815 172 -0.817 398 106 0.716 206 515 3.044 304 130 2.794 402 314 0.923 715 231 4.494 589 104 4.832 398 560 1.558 303 652 3.201 376 42 0.205 697 374 -1.594
110 56 381 3.714 1031 293 1.295 591 300 -1.873 79 207 -1.171 864 253 3.85 826 160 -0.783 409 114 0.484 188 518 2.924 307 130 3.38 413 326 0.825 710 214 4.44 592 85 4.892 397 579 1.7 283 651 3.184 390 44 0.1 697 355 -1.596
120 48 370 4.351 1035 309 1.431 589 281 -1.522 87 190 -1.145 866 255 3.784 840 147 -0.739 426 120 0.264 169 523 2.843 310 131 3.207 427 338 0.773 703 198 4.374 596 69 4.961 394 597 1.758 266 650 3.225 406 44 -0.097 696 337 -1.639
130 45 352 4.683 1036 327 1.567 592 262 -1.395 94 174 -1.086 868 256 4.133 853 134 -0.695 445 124 0.168 152 529 2.788 311 131 3.158 441 349 0.644 696 183 4.285 599 54 4.882 391 615 1.791 250 648 3.394 422 39 -0.223 694 319 -1.724
140 46 332 4.81 1035 345 1.636 595 245 -1.398 103 160 -0.922 868 256 4.994 866 122 -0.669 464 127 0.143 135 536 2.732 311 131 3.805 457 360 0.56 687 167 4.18 601 47 5.15 387 633 1.8 234 642 3.588 437 33 -0.224 692 312 -1.881
150 49 313 4.853 1034 364 1.674 596 229 -1.552 116 146 -0.822 875 251 5.938 880 109 -0.666 475 128 0.299 126 540 2.85 311 128 4.743 473 369 0.488 676 151 4.14 609 39 5.781 385 649 1.826 218 632 3.687 444 30 -0.1 689 305 -1.943
