0 458 496 2.537 902 297 -1.693 666 204 2.458 803 330 -0.036 635 622 -1.608 966 421 -1.376 736 159 -0.143 756 179 0.276 861 295 2.779 266 47 2.996 696 656 -3.113 474 500 0.148 161 354 1.489 332 404 -0.011 462 490 2.36 595 118 2.149
10 398 486 2.51 913 296 -1.653 645 218 2.85 773 358 -0.046 631 624 -1.216 964 425 -1.165 717 143 -0.17 763 183 0.249 854 297 2.818 270 46 2.909 705 669 -3.093 516 476 0.163 160 349 1.478 328 403 0.05 457 494 2.333 597 115 2.443
20 397 487 2.451 913 296 -1.566 635 215 3.568 774 358 -0.053 631 624 -0.347 962 429 -1.083 718 142 -0.218 764 184 0.19 854 297 2.905 273 45 2.751 704 669 -3.082 517 477 0.185 160 347 1.799 326 403 0.498 456 495 2.273 600 113 3.299
30 396 487 2.379 913 296 -1.463 620 204 3.863 774 358 -0.057 626 622 0.688 962 429 -0.866 719 142 -0.251 765 184 0.119 854 297 3.009 273 45 2.481 715 670 -3.071 518 478 0.206 160 347 2.19 325 402 1.064 456 496 2.202 596 110 3.802
40 395 488 2.304 913 296 -1.353 609 194 3.838 775 358 -0.061 627 624 1.628 963 429 -0.061 721 142 -0.28 767 184 0.062 852 297 3.118 273 45 3.086 714 668 -3.058 520 479 0.217 157 348 3.029 325 406 1.715 455 497 2.127 589 100 4.384
50 394 489 2.246 913 296 -1.242 596 185 3.773 775 358 -0.064 622 637 2.048 974 435 0.745 722 141 -0.306 768 184 0.025 852 297 3.23 273 45 4.029 712 668 -3.052 522 479 0.223 141 343 3.696 323 412 2.007 454 498 2.051 588 83 4.773
60 393 491 2.209 913 296 -1.13 590 178 4.233 776 358 -0.068 616 650 1.977 983 448 1.007 724 141 -0.356 770 184 -0.003 852 297 3.342 273 45 5.091 710 668 -3.047 523 480 0.227 128 331 3.894 316 427 1.976 454 499 1.974 591 63 4.925
70 392 492 2.18 913 296 -1.018 587 162 4.707 776 358 -0.07 613 656 2.266 993 461 0.863 725 140 -0.424 772 184 -0.029 852 297 3.454 280 42 6.116 709 668 -3.044 525 481 0.23 115 320 3.878 310 443 1.855 454 500 1.897 595 49 5.108
80 391 493 2.153 914 295 -0.911 590 142 4.908 777 358 -0.071 602 662 2.871 1000 469 1.021 726 140 -0.48 773 184 -0.055 852 297 3.567 297 44 6.565 707 668 -3.04 527 481 0.234 101 308 3.793 306 461 1.765 453 501 1.82 602 40 5.649
90 390 495 2.128 914 295 -0.817 592 132 4.967 777 358 -0.071 584 663 3.219 1002 480 1.616 727 139 -0.516 775 184 -0.075 852 297 3.679 309 47 6.335 705 668 -3.037 529 482 0.236 86 297 3.727 303 475 1.891 453 502 1.742 617 35 6.157
100 390 496 2.102 914 294 -0.72 596 116 4.889 777 358 -0.071 565 661 3.342 997 496 2.009 729 138 -0.544 777 184 -0.085 852 297 3.792 325 43 5.963 703 667 -3.034 531 482 0.236 71 288 3.687 295 490 2.156 453 503 1.665 636 35 6.394
110 385 505 2.037 915 294 -0.626 597 101 4.698 782 358 -0.071 548 658 3.337 987 513 2.176 741 130 -0.668 790 182 -0.242 852 297 3.904 342 36 5.837 701 667 -3.03 533 483 0.236 62 284 3.876 284 503 2.359 453 511 1.503 655 38 6.472
120 379 519 1.84 916 293 -0.538 595 82 4.55 786 358 -0.071 533 656 3.181 975 529 2.237 751 118 -0.97 804 176 -0.524 852 297 4.017 355 32 6.088 699 667 -3.027 535 483 0.236 57 276 4.468 270 515 2.447 457 523 1.035 672 42 6.449
