0 292 408 1.329 601 250 -0.84 666 600 -1.633 917 554 1.092 137 457 -2.426 793 552 -2.126 786 210 1.734 207 327 -1.057 454 104 -0.653 445 625 0.91 480 110 0.315 829 478 1.306 960 538 -0.155 258 535 1.168 704 425 0.235 677 272 2.14
10 296 426 1.705 606 245 -1.11 666 603 -1.683 913 575 1.096 141 462 -2.61 795 554 -2.434 786 208 1.666 224 327 -1.241 430 100 -0.614 443 622 0.966 494 100 0.355 828 475 1.568 966 535 -0.115 253 533 1.56 699 423 0.498 679 269 2.399
20 292 433 2.242 613 230 -1.706 666 611 -1.38 913 576 1.125 128 458 -2.98 797 555 -2.633 787 203 1.983 227 311 -1.48 430 100 -0.527 442 619 1.143 494 100 0.442 829 471 1.959 966 535 -0.029 250 536 2.402 695 421 0.383 683 265 2.457
30 284 443 2.318 607 220 -2.409 664 615 -0.781 914 577 1.185 110 459 -3.286 794 555 -2.946 788 202 1.691 226 296 -1.728 430 100 -0.424 443 628 1.511 494 100 0.545 830 470 2.339 966 535 0.074 232 545 2.872 704 422 0.029 685 264 2.864
40 275 452 2.304 597 214 -2.653 664 615 -0.011 914 578 1.256 91 463 -3.399 782 557 -3.538 791 213 1.087 222 281 -1.994 430 100 -0.331 441 647 1.761 494 100 0.655 827 472 2.263 966 535 0.183 218 548 2.852 719 420 -0.335 684 263 3.732
50 264 464 2.343 592 208 -2.147 664 615 0.989 915 579 1.331 82 465 -3.212 773 565 -4.179 802 223 0.495 213 268 -2.326 430 100 -0.249 438 654 2.217 494 100 0.766 823 479 2.043 966 535 0.295 202 555 2.658 731 412 -0.733 680 259 4.335
60 253 473 2.506 588 193 -1.595 664 630 1.798 915 580 1.407 71 463 -2.604 770 580 -4.713 816 226 0.034 199 256 -2.51 430 100 -0.182 427 661 2.834 494 100 0.878 819 491 1.688 966 535 0.407 185 565 2.572 742 398 -1.078 679 255 4.408
70 238 483 2.58 591 174 -1.367 658 646 2.039 915 581 1.484 62 451 -2.011 773 600 -4.945 832 223 -0.32 185 246 -2.511 430 100 -0.141 408 663 3.16 494 100 0.99 821 507 1.296 966 535 0.519 169 576 2.537 749 382 -1.203 678 251 4.323
80 231 488 2.619 595 157 -1.335 652 656 2.304 915 583 1.561 57 433 -1.738 778 618 -5.012 849 215 -0.493 172 235 -2.377 430 100 -0.111 389 661 3.279 494 100 1.103 823 512 1.029 966 535 0.632 161 580 2.824 755 367 -1.21 671 239 4.145
90 225 491 2.67 597 141 -1.478 640 662 2.854 915 584 1.639 55 413 -1.648 783 635 -4.966 864 206 -0.541 158 221 -2.339 430 100 -0.083 370 658 3.303 494 100 1.215 826 516 0.958 966 535 0.744 150 580 3.475 760 351 -1.298 660 224 4.027
