0 0.129736 0 0 0.5 0.5 0 0
10 0.129736 0 0 0.662745 0.5 0 0
20 0.128257 0.3125 0.3125 0.737255 0.5 0 0
30 0.128257 0.3125 0.3125 0.835294 0.5 0 0
40 0.128546 0.3125 0.625 0.72549 0.5 0 0
50 0.128546 0.3125 0.625 0.717647 0.5 0 0
60 0.129007 0.3125 0.9375 0.717647 0.5 0 0
70 0.129007 0.3125 0.9375 0.737255 0.5 0 0
80 0.129781 0.3125 1.25 0.8 0.5 0 0
90 0.129781 0.3125 1.25 0.72549 0.5 0 0
100 0.130017 0.375 1.625 0.647059 0.5 0 0
110 0.130017 0.375 1.625 0.831373 0.5 0 0
120 0.130358 0.25 1.875 0.682353 0.5 0 0
130 0.130358 0.25 1.875 0.819608 0.5 0 0
140 0.13061 0.25 2.125 0.737255 0.5 0 0
150 0.13061 0.25 2.125 0.776471 0.5 0 0
160 0.131709 0.4375 2.5625 0.815686 0.5 0 0
170 0.131709 0.4375 2.5625 0.705882 0.5 0 0
180 0.130576 0.4375 3 0.792157 0.5 0 0
190 0.130576 0.4375 3 0.733333 0.5 0 0
200 0.130322 0.4375 3.4375 0.835294 0.5 0 0
210 0.130322 0.4375 3.4375 0.835294 0.5 0 0
220 0.130668 0.4375 3.875 0.647059 0.5 0 0
230 0.130668 0.4375 3.875 0.662745 0.5 0 0
240 0.130904 0.4375 4.3125 0.717647 0.5 0 0
250 0.130904 0.4375 4.3125 0.623529 0.5 0 0
260 0.131104 0.4375 4.75 0.698039 0.5 0 0
270 0.131104 0.4375 4.75 0.65098 0.5 0 0
280 0.131422 0.4375 5.1875 0.607843 0.5 0 0
290 0.131422 0.4375 5.1875 0.596078 0.5 0 0
300 0.131641 0.4375 5.625 0.635294 0.5 0 0
310 0.131641 0.4375 5.625 0.611765 0.5 0 0
320 0.131507 0.4375 6.0625 0.623529 0.5 0 0
330 0.131507 0.4375 6.0625 0.611765 0.5 0 0
340 0.131428 0.3125 6.375 0.592157 0.5 0 0
350 0.131428 0.3125 6.375 0.623529 0.5 0 0
360 0.131431 0.3125 6.6875 0.611765 0.5 0 0
370 0.131431 0.3125 6.6875 0.619608 0.5 0 0
380 0.131431 0.3125 7 0.631373 0.5 0 0
390 0.131431 0.3125 7 0.603922 0.5 0 0
400 0.131334 0.3125 7.3125 0.611765 0.5 0 0
410 0.131334 0.3125 7.3125 0.623529 0.5 0 0
420 0.130824 0.4375 7.75 0.615686 0.5 0 0
430 0.130824 0.4375 7.75 0.623529 0.5 0 0
440 0.130435 0.4375 8.1875 0.611765 0.5 0 0
450 0.130435 0.4375 8.1875 0.615686 0.5 0 0
460 0.130221 0.375 8.5625 0.603922 0.5 0 0
470 0.130221 0.375 8.5625 0.603922 0.5 0 0
480 0.129921 0.375 8.9375 0.611765 0.5 0 0
490 0.129921 0.375 8.9375 0.6 0.5 0 0
500 0.129702 0.4375 9.375 0.603922 0.5 0 0
510 0.129702 0.4375 9.375 0.635294 0.5 0 0
520 0.129452 0.4375 9.8125 0.611765 0.5 0 0
530 0.129452 0.4375 9.8125 0.607843 0.5 0 0
540 0.129383 0.5 10.3125 0.611765 0.5 0 0
550 0.129383 0.5 10.3125 0.603922 0.5 0 0
560 0.129383 0.5 10.8125 0.6 0.5 0 0
570 0.129383 0.5 10.8125 0.603922 0.5 0 0
580 0.129383 0.5 11.3125 0.607843 0.5 0 0
590 0.129383 0.5 11.3125 0.607843 0.5 0 0
600 0.129383 0.5 11.8125 0.607843 0.5 0 0
610 0.129383 0.5 11.8125 0.619608 0.5 0 0
620 0.129383 0.375 12.1875 0.615686 0.5 0 0
630 0.129383 0.375 12.1875 0.6 0.5 0 0
640 0.129403 0.3125 12.5 0.615686 0.5 0 0
650 0.129403 0.3125 12.5 0.619608 0.5 0 0
660 0.12941 0.3125 12.8125 0.619608 0.5 0 0
670 0.12941 0.3125 12.8125 0.619608 0.5 0 0
680 0.129411 0.1875 13 0.603922 0.5 0 0
690 0.129411 0.1875 13 0.615686 0.5 0 0
700 0.12942 0.3125 13.3125 0.607843 0.5 0 0
710 0.12942 0.3125 13.3125 0.611765 0.5 0 0
720 0.129422 0.3125 13.625 0.619608 0.5 0 0
730 0.129422 0.3125 13.625 0.607843 0.5 0 0
740 0.129422 0.4375 14.0625 0.623529 0.5 0 0
750 0.129422 0.4375 14.0625 0.619608 0.5 0 0
760 0.129422 0.4375 14.5 0.619608 0.5 0 0
770 0.129422 0.4375 14.5 0.603922 0.5 0 0
780 0.129422 0.5 15 0.627451 0.5 0 0
790 0.129422 0.5 15 0.615686 0.5 0 0
800 0.129422 0.5625 15.5625 0.596078 0.5 0 0
810 0.129422 0.5625 15.5625 0.603922 0.5 0 0
820 0.129393 0.5625 16.125 0.611765 0.5 0 0
830 0.129393 0.5625 16.125 0.603922 0.5 0 0
840 0.129254 0.6875 16.8125 0.619608 0.5 0 0
850 0.129254 0.6875 16.8125 0.619608 0.5 0 0
