0 320 637 2.169 739 345 -2.182 299 554 2.379 281 332 -0.686 742 513 -0.184 1013 455 -2.867 655 326 2.178 867 397 -0.101 682 40 0.582 683 595 -1.511 259 97 -2.578 778 191 0.837
10 319 654 2.516 739 345 -2.172 283 558 2.378 265 325 -0.294 772 528 0.208 1015 456 -2.496 652 326 2.218 867 396 0.125 677 36 0.813 695 607 -1.118 262 99 -2.581 799 212 0.72
20 305 658 3.08 739 345 -2.174 274 566 2.377 265 325 0.575 777 534 0.986 1020 460 -2.211 652 326 2.304 883 401 0.414 675 34 0.866 695 607 -0.249 266 100 -3.053 812 220 0.409
30 287 656 3.397 739 345 -2.183 271 570 2.363 265 325 1.611 783 553 1.357 1020 460 -1.787 652 326 2.408 899 408 0.538 683 43 0.74 695 607 0.786 266 100 -2.836 826 224 0.121
40 279 654 3.524 739 346 -2.167 269 572 2.333 261 328 2.65 786 571 1.474 1020 460 -1.566 652 326 2.517 915 417 0.573 695 49 0.294 695 619 1.7 266 99 -2.032 844 223 -0.182
50 278 656 3.569 739 346 -2.16 269 572 2.315 246 329 3.331 787 589 1.454 1020 460 -1.415 652 326 2.629 922 422 0.597 711 50 -0.135 690 635 2.012 264 81 -1.446 861 218 -0.365
60 278 657 3.585 739 346 -2.12 268 572 2.307 229 324 3.533 790 608 1.411 1020 460 -1.29 652 326 2.741 926 424 0.61 729 45 -0.316 683 650 2.011 268 64 -1.282 879 210 -0.425
70 277 657 3.59 739 346 -2.035 268 573 2.302 212 317 3.507 794 628 1.395 1020 460 -1.173 652 326 2.853 930 427 0.62 742 41 -0.153 677 657 2.398 273 52 -1.046 896 202 -0.416
80 276 658 3.594 739 346 -1.933 268 573 2.301 194 310 3.508 796 640 1.525 1020 460 -1.058 652 326 2.966 934 429 0.606 758 43 0.226 664 663 2.927 282 45 -0.493 913 195 -0.365
90 276 658 3.598 739 346 -1.824 267 573 2.301 177 303 3.537 793 647 2.144 1020 460 -0.945 652 326 3.078 938 432 0.577 776 49 0.346 645 664 3.205 299 39 -0.164 931 189 -0.334
100 276 658 3.601 739 346 -1.712 267 574 2.303 161 296 3.603 781 656 2.744 1020 460 -0.833 652 326 3.191 942 434 0.563 792 54 0.296 626 661 3.308 319 38 -0.037 950 183 -0.316
110 276 658 3.604 739 348 -1.527 267 574 2.306 146 291 3.698 762 660 3.02 1020 461 -0.72 656 325 3.047 945 436 0.591 810 59 0.217 607 658 3.326 339 38 0.007 965 178 -0.225
120 276 659 3.608 738 352 -0.93 266 574 2.306 131 285 3.766 742 661 3.119 1019 463 -0.608 662 324 2.899 946 436 0.605 829 63 0.177 592 656 3.208 359 38 0.022 976 178 0.254
130 277 659 3.611 743 348 -0.681 266 575 2.301 115 276 3.776 722 661 3.154 1018 463 -0.495 664 323 2.929 946 436 0.608 845 65 0.222 573 656 3.079 379 39 0.027 986 185 0.919
140 277 659 3.614 755 335 -0.881 266 575 2.297 100 266 3.773 702 661 3.166 1018 464 -0.383 660 322 3.598 947 436 0.609 862 71 0.381 554 658 3.016 398 39 0.018 993 202 1.328
150 277 659 3.618 764 321 -1.085 265 576 2.294 84 256 3.767 682 660 3.17 1018 464 -0.27 647 309 4.091 947 437 0.609 880 79 0.465 534 661 2.993 417 39 -0.005 995 218 1.397
160 277 659 3.621 769 305 -1.2 265 576 2.292 74 250 3.879 662 659 3.171 1018 465 -0.158 639 296 4.152 947 437 0.61 894 87 0.58 516 664 3.001 437 39 -0.016 1000 233 1.197
170 277 659 3.624 774 289 -1.234 265 576 2.293 68 241 4.46 643 659 3.156 1018 465 -0.045 629 282 4.017 948 437 0.611 908 98 0.706 498 666 3.038 457 38 -0.02 1008 249 1.021
180 277 659 3.628 779 273 -1.342 264 577 2.295 68 228 4.984 624 659 3.133 1018 466 0.066 617 271 3.809 948 437 0.614 922 111 0.798 480 667 3.143 471 38 0.043 1018 265 0.971
190 277 659 3.631 781 261 -1.375 264 577 2.298 76 211 5.254 604 659 3.124 1017 466 0.179 603 262 3.718 949 437 0.617 934 125 0.87 461 666 3.204 478 41 0.602 1025 277 1.18
200 277 659 3.634 785 246 -1.152 264 577 2.3 84 195 5.354 584 660 3.121 1017 467 0.291 594 254 4.003 949 437 0.619 947 140 0.907 442 664 3.243 486 52 1.242 1030 294 1.423
210 277 659 3.638 794 233 -0.905 263 578 2.3 94 180 5.389 564 660 3.12 1017 467 0.404 589 242 4.542 949 438 0.618 958 155 0.919 422 662 3.258 488 71 1.575 1031 312 1.566
220 277 659 3.641 807 220 -0.748 263 578 2.3 105 164 5.401 544 660 3.119 1017 467 0.516 590 226 4.966 950 438 0.617 970 171 0.921 403 660 3.255 486 91 1.697 1030 332 1.631
