0 389 335 -0.636 716 126 2.163 406 388 0.552 84 394 2.846 785 506 -0.189 358 87 -2.748 627 571 -0.696 457 215 0.657 730 207 -0.928 302 204 2.435 122 364 2.727 981 519 -2.568
10 388 332 -0.597 713 123 2.202 419 387 0.554 39 349 2.886 797 518 0.202 361 88 -2.887 639 583 -0.304 480 235 0.665 731 208 -0.937 306 200 2.506 125 359 2.766 977 515 -2.838
20 388 332 -0.51 713 123 2.289 421 388 0.563 39 346 2.973 804 524 0.939 364 88 -2.879 639 583 0.565 486 243 1.097 731 207 -0.956 307 199 2.458 125 359 2.852 966 516 -3.434
30 388 332 -0.406 713 122 2.393 422 389 0.569 39 342 3.076 811 541 1.315 365 89 -2.502 643 594 1.417 489 258 1.568 731 207 -0.977 308 198 2.954 124 359 2.942 957 523 -4.145
40 388 332 -0.297 713 122 2.502 424 390 0.579 40 338 3.186 815 560 1.44 365 89 -1.638 641 613 1.752 487 278 1.763 731 207 -0.987 308 198 3.868 123 360 3.026 956 536 -4.853
50 388 332 -0.186 713 122 2.613 425 391 0.584 40 334 3.297 817 579 1.469 372 75 -0.902 638 630 1.852 483 295 1.787 732 206 -0.993 307 194 4.868 121 360 3.073 958 543 -4.92
60 388 332 -0.073 712 121 2.725 427 392 0.589 40 332 3.409 819 597 1.385 383 63 -0.706 635 647 1.857 480 310 1.641 732 206 -0.997 317 183 5.629 120 360 3.108 956 554 -4.361
70 388 332 0.038 712 121 2.838 428 393 0.592 40 330 3.522 823 616 1.343 392 53 -0.963 632 653 2.169 481 328 1.476 732 205 -1 331 174 5.78 118 360 3.14 946 568 -3.936
80 388 332 0.15 712 121 2.95 429 394 0.594 40 329 3.634 826 629 1.407 397 44 -1.013 623 661 2.782 484 348 1.402 732 205 -1.004 346 165 5.735 117 360 3.164 931 580 -3.764
90 388 332 0.262 712 121 3.063 429 394 0.595 40 328 3.746 825 636 1.968 405 37 -0.481 605 663 3.16 486 361 1.381 733 205 -1.007 359 156 5.724 115 360 3.18 915 591 -3.705
100 389 333 0.364 712 120 3.175 429 394 0.598 40 327 3.859 815 646 2.571 420 33 0.013 586 661 3.299 487 361 1.379 733 204 -1.01 373 149 5.87 113 360 3.193 899 601 -3.704
110 383 331 0.041 712 120 3.288 429 394 0.602 41 322 3.971 798 653 2.875 439 35 0.221 569 658 3.316 487 362 1.38 733 204 -1.014 387 145 6.148 96 359 3.219 883 612 -3.723
120 378 331 -0.024 711 120 3.4 429 394 0.605 48 302 4.084 779 657 2.994 456 38 0.282 553 656 3.182 487 362 1.383 733 203 -1.017 405 145 6.366 81 357 3.27 866 623 -3.733
130 377 331 -0.107 711 120 3.513 429 394 0.608 64 278 4.191 759 659 3.037 471 40 0.209 536 658 3.074 488 362 1.386 734 203 -1.021 422 145 6.458 64 355 3.307 850 633 -3.729
140 377 331 0.56 711 120 3.625 429 394 0.611 66 272 4.249 739 661 3.052 477 41 0.471 516 661 3.03 488 363 1.389 734 203 -1.024 439 145 6.505 57 359 3.553 835 643 -3.677
150 379 334 1.269 711 119 3.738 430 400 0.615 71 265 4.271 720 663 3.069 485 50 1.091 497 663 3.026 488 364 1.393 734 202 -1.026 457 147 6.522 49 352 4.16 821 650 -3.506
160 379 334 1.549 711 119 3.85 432 407 0.617 82 252 4.277 701 664 3.097 489 51 1.537 479 665 3.047 489 365 1.396 734 202 -1.027 473 154 6.533 45 338 4.602 803 655 -3.385
170 379 335 1.645 711 119 3.963 432 407 0.617 96 239 4.244 683 664 3.128 490 63 1.72 460 667 3.086 489 367 1.401 735 201 -1.028 479 161 6.959 45 325 4.788 784 659 -3.321
180 379 335 1.677 710 118 4.068 432 407 0.614 102 229 4.201 664 664 3.161 489 68 1.785 442 667 3.14 489 369 1.415 735 201 -1.055 486 172 7.573 43 315 4.874 766 662 -3.277
190 379 336 1.685 709 117 4.176 432 407 0.611 107 220 4.171 644 663 3.186 487 76 1.796 423 667 3.18 490 371 1.425 735 201 -1.114 489 190 7.897 43 302 4.926 747 664 -3.24
200 379 336 1.686 708 115 4.278 432 407 0.61 108 216 4.147 624 662 3.195 484 94 1.776 404 666 3.216 490 372 1.436 735 201 -1.185 488 209 8.02 44 299 4.955 728 665 -3.205
210 378 337 1.684 708 114 4.347 432 407 0.611 101 206 4.111 604 661 3.199 483 109 1.657 384 664 3.243 490 374 1.445 735 200 -1.26 485 227 8.056 44 298 4.968 709 666 -3.171
220 378 337 1.682 707 113 4.421 432 407 0.611 95 197 4.234 584 660 3.2 483 128 1.572 364 662 3.252 490 376 1.455 735 200 -1.312 482 243 7.996 45 296 4.974 691 667 -3.138
230 378 337 1.678 707 112 4.502 432 407 0.609 94 187 4.822 565 659 3.188 483 147 1.522 345 659 3.248 490 376 1.463 735 200 -1.346 482 260 7.843 45 294 4.979 672 666 -3.104
240 378 338 1.675 707 111 4.587 432 407 0.606 100 171 5.257 546 658 3.163 485 167 1.502 326 658 3.233 491 376 1.471 735 199 -1.374 484 278 7.762 46 292 4.982 653 665 -3.071
250 378 338 1.672 707 110 4.639 432 407 0.603 112 155 5.435 527 658 3.132 486 187 1.495 306 656 3.227 491 376 1.477 736 199 -1.387 485 285 7.733 46 290 4.986 633 663 -3.049
260 378 339 1.647 707 108 4.673 433 408 0.6 125 141 5.499 508 659 3.107 487 199 1.5 287 654 3.233 491 376 1.484 736 198 -1.394 486 289 7.73 46 289 4.989 613 662 -3.042
270 378 339 1.613 707 106 4.691 434 408 0.6 139 128 5.521 488 660 3.098 487 204 1.523 269 652 3.268 491 376 1.489 736 198 -1.399 487 294 7.751 47 287 4.993 594 660 -3.047
280 378 339 1.551 707 104 4.706 435 409 0.6 153 114 5.529 468 661 3.095 488 209 1.545 253 649 3.424 491 376 1.496 736 197 -1.403 487 299 7.779 47 285 4.996 575 658 -3.07
