0 887 272 -2.273 518 565 -0.244 751 186 2.245 280 334 1.882 374 101 2.626 632 538 -2.212 404 192 -0.076 960 148 1.499 995 420 0.611 648 75 -2.191 460 329 -2.588 670 562 2.417
10 899 284 -1.881 516 565 -0.398 751 183 2.637 280 329 1.455 376 99 2.473 626 547 -2.172 424 188 -0.036 959 143 1.492 1011 435 0.923 643 66 -1.846 462 331 -2.132 682 568 2.39
20 899 284 -1.011 512 568 -0.825 751 183 3.507 279 327 0.87 379 96 2.375 626 547 -2.085 441 189 0.085 959 140 1.843 1014 447 1.578 644 55 -1.207 462 334 -0.92 681 569 2.331
30 903 283 -0.003 512 568 -0.727 750 181 4.516 279 327 0.839 380 95 2.464 625 547 -1.982 460 191 0.176 956 148 1.922 1009 464 2.015 652 47 -0.482 464 335 -0.053 681 571 2.282
40 919 289 0.479 517 568 0 754 169 5.362 279 328 1.557 380 95 3.198 625 547 -1.872 475 194 0.272 955 160 1.452 999 480 2.173 665 46 0.226 478 339 0.57 680 572 2.219
50 934 296 0.488 522 569 0.396 766 157 5.688 275 336 2.409 380 95 4.187 625 547 -1.761 481 199 0.83 961 172 0.866 989 495 2.185 681 54 0.578 486 350 1.192 679 572 2.147
60 950 303 0.336 526 571 0.467 780 147 5.729 263 340 3.048 382 88 5.187 625 547 -1.649 487 213 1.4 976 185 0.614 979 510 2.113 691 59 0.334 488 367 1.545 679 574 2.084
70 967 307 0.171 529 572 0.444 792 137 5.562 245 340 3.199 393 76 5.577 625 547 -1.537 487 233 1.644 986 192 0.763 970 526 2.056 706 60 -0.123 487 387 1.685 678 575 2.033
80 987 310 0.112 531 573 0.449 806 123 5.433 227 340 3.173 403 66 5.406 625 547 -1.424 485 252 1.726 996 205 1.068 961 544 2.028 724 55 -0.35 484 406 1.727 678 576 1.965
90 1006 312 0.098 534 575 0.953 818 108 5.395 211 339 3.268 413 51 5.226 625 547 -1.312 482 270 1.722 1002 222 1.263 953 559 2.066 740 49 -0.359 482 423 1.691 677 577 1.894
100 1018 314 0.393 539 591 1.352 831 92 5.388 196 337 3.337 418 42 5.379 625 547 -1.2 480 286 1.58 1006 234 1.344 945 572 2.234 752 46 -0.013 481 439 1.524 677 579 1.848
110 1026 322 0.998 541 609 1.535 840 83 5.604 181 334 3.409 428 35 5.943 625 547 -1.106 482 305 1.469 1007 239 1.373 933 584 2.428 768 49 0.298 484 454 1.301 676 580 1.809
120 1029 337 1.614 541 628 1.611 850 78 6.165 165 330 3.484 445 34 6.37 625 547 -1.046 484 324 1.42 1008 244 1.379 918 596 2.527 773 51 0.423 490 469 1.06 676 581 1.748
