0 690 102 1.223 167 519 -2.11 199 211 1.224 179 105 2.276 527 656 0 785 268 2.025 746 230 1.216 1018 345 1.264 595 516 -2.846 868 111 -2.231 147 566 0.697 1020 374 1.982
10 687 96 1.157 166 508 -2.137 199 211 1.058 198 125 2.435 523 656 -0.181 754 307 2.064 758 248 1.207 1016 325 1.237 607 528 -2.453 859 117 -1.839 159 578 0.736 1020 385 1.955
20 685 91 0.983 165 507 -2.196 198 211 0.954 198 125 2.576 519 657 -0.384 754 307 2.151 758 248 1.188 1016 325 1.178 607 528 -1.584 861 114 -0.995 159 578 0.823 1020 386 1.896
30 691 100 0.879 165 506 -2.267 198 210 0.954 198 125 2.698 518 657 0.011 754 307 2.255 758 248 1.164 1016 325 1.11 614 514 -0.846 874 103 -0.494 159 578 0.927 1019 388 1.825
40 700 106 0.369 164 505 -2.343 198 210 0.934 198 125 2.814 518 657 0.884 754 308 2.364 758 248 1.14 1016 325 1.064 625 505 -0.751 888 96 -0.342 159 578 1.036 1019 389 1.75
50 711 107 -0.311 163 504 -2.418 198 210 0.938 198 125 2.928 518 657 1.921 753 308 2.475 758 248 1.115 1016 325 1.032 634 493 -1.044 899 95 0.073 159 578 1.148 1019 390 1.685
60 721 98 -0.983 162 504 -2.489 198 210 0.959 198 125 3.041 511 660 2.938 753 308 2.588 758 248 1.09 1016 326 1.008 639 477 -1.352 913 100 0.599 159 578 1.26 1019 392 1.646
70 727 80 -1.348 161 503 -2.564 198 209 0.983 198 125 3.154 492 658 3.402 753 309 2.7 758 248 1.069 1018 328 0.996 640 461 -1.59 927 112 0.846 159 578 1.372 1019 393 1.615
80 730 61 -1.474 160 502 -2.64 197 209 1 198 125 3.266 480 655 3.327 753 309 2.812 758 248 1.05 1019 329 0.99 638 445 -1.846 940 125 0.933 159 578 1.485 1019 395 1.588
90 731 50 -1.365 159 502 -2.717 197 209 1.049 198 125 3.379 464 654 3.05 753 309 2.925 758 248 1.027 1020 331 0.987 631 429 -2.035 953 136 0.964 159 578 1.597 1019 396 1.563
100 735 43 -0.751 158 501 -2.779 197 209 1.14 198 125 3.491 445 658 2.896 753 309 3.037 758 248 1.012 1021 333 0.986 623 417 -2.289 965 151 0.977 160 579 1.71 1019 398 1.548
110 748 39 -0.085 146 499 -3.056 197 209 1.378 201 126 3.65 427 663 2.865 753 309 3.15 758 247 1.023 1029 346 1.027 610 406 -2.545 975 164 1.017 162 581 2.175 1019 416 1.538
120 764 41 0.317 128 500 -3.308 197 209 2.15 205 129 4.018 412 666 2.997 753 309 3.262 758 247 1.029 1034 357 1.367 598 399 -2.608 985 177 1.085 164 585 3.051 1020 435 1.554
130 780 49 0.508 108 492 -3.423 197 209 3.152 206 127 4.677 395 667 3.178 753 309 3.375 758 247 1.056 1034 368 1.732 591 392 -2.118 993 193 1.194 153 584 3.7 1019 450 1.701
140 795 55 0.354 93 490 -3.348 192 203 4.148 207 111 4.814 375 665 3.271 753 309 3.487 758 247 1.105 1033 372 1.887 588 377 -1.576 1000 211 1.258 139 574 3.967 1015 466 1.917
