0 0.128831 0 0 0.5 0.5 0 0
10 0.128831 0 0 0.592157 0.5 0 0
20 0.128231 0.666667 0.666667 0.588235 0.5 0 0
30 0.128231 0.666667 0.666667 0.607843 0.5 0 0
40 0.128216 0.666667 1.33333 0.6 0.5 0 0
50 0.128216 0.666667 1.33333 0.584314 0.5 0 0
60 0.128216 0.666667 2 0.580392 0.5 0 0
70 0.128216 0.666667 2 0.615686 0.5 0 0
80 0.128201 0.666667 2.66667 0.658824 0.5 0 0
90 0.128201 0.666667 2.66667 0.6 0.5 0 0
100 0.128201 0.666667 3.33333 0.588235 0.5 0 0
110 0.128201 0.666667 3.33333 0.627451 0.5 0 0
120 0.128651 0.5 3.83333 0.631373 0.5 0 0
130 0.128651 0.5 3.83333 0.639216 0.5 0 0
140 0.128703 0.5 4.33333 0.658824 0.5 0 0
150 0.128703 0.5 4.33333 0.658824 0.5 0 0
160 0.128963 0.5 4.83333 0.721569 0.5 0 0
170 0.128963 0.5 4.83333 0.682353 0.5 0 0
180 0.128879 0.333333 5.16667 0.572549 0.5 0 0
190 0.128879 0.333333 5.16667 0.658824 0.5 0 0
200 0.128628 0.333333 5.5 0.768627 0.5 0 0
210 0.128628 0.333333 5.5 0.584314 0.5 0 0
220 0.128531 0.333333 5.83333 0.580392 0.5 0 0
230 0.128531 0.333333 5.83333 0.627451 0.5 0 0
240 0.128534 0.166667 6 0.584314 0.5 0 0
250 0.128534 0.166667 6 0.745098 0.5 0 0
260 0.128787 0.166667 6.16667 0.607843 0.5 0 0
270 0.128787 0.166667 6.16667 0.670588 0.5 0 0
280 0.128466 0.166667 6.33333 0.572549 0.5 0 0
290 0.128466 0.166667 6.33333 0.760784 0.5 0 0
300 0.127086 0.166667 6.5 0.588235 0.5 0 0
310 0.127086 0.166667 6.5 0.662745 0.5 0 0
320 0.126896 0.166667 6.66667 0.658824 0.5 0 0
330 0.126896 0.166667 6.66667 0.54902 0.5 0 0
340 0.127705 0.166667 6.83333 0.619608 0.5 0 0
350 0.127705 0.166667 6.83333 0.603922 0.5 0 0
360 0.127131 0.333333 7.16667 0.596078 0.5 0 0
370 0.127131 0.333333 7.16667 0.619608 0.5 0 0
380 0.126448 0.333333 7.5 0.627451 0.5 0 0
390 0.126448 0.333333 7.5 0.792157 0.5 0 0
400 0.125932 0.416667 7.91667 0.619608 0.5 0 0
410 0.125932 0.416667 7.91667 0.623529 0.5 0 0
420 0.125936 0.416667 8.33333 0.647059 0.5 0 0
430 0.125936 0.416667 8.33333 0.698039 0.5 0 0
440 0.125961 0.583333 8.91667 0.643137 0.5 0 0
450 0.125961 0.583333 8.91667 0.654902 0.5 0 0
460 0.125788 0.583333 9.5 0.65098 0.5 0 0
470 0.125788 0.583333 9.5 0.815686 0.5 0 0
480 0.125809 0.583333 10.0833 0.807843 0.5 0 0
490 0.125809 0.583333 10.0833 0.654902 0.5 0 0
500 0.125779 0.666667 10.75 0.666667 0.5 0 0
510 0.125779 0.666667 10.75 0.678431 0.5 0 0
520 0.125804 0.666667 11.4167 0.635294 0.5 0 0
530 0.125804 0.666667 11.4167 0.717647 0.5 0 0
540 0.125824 0.75 12.1667 0.717647 0.5 0 0
550 0.125824 0.75 12.1667 0.678431 0.5 0 0
560 0.125835 0.666667 12.8333 0.756863 0.5 0 0
570 0.125835 0.666667 12.8333 0.72549 0.5 0 0
580 0.125865 0.666667 13.5 0.807843 0.5 0 0
590 0.125865 0.666667 13.5 0.756863 0.5 0 0
600 0.125884 0.666667 14.1667 0.788235 0.5 0 0
610 0.125884 0.666667 14.1667 0.717647 0.5 0 0
620 0.126014 0.666667 14.8333 0.788235 0.5 0 0
630 0.126014 0.666667 14.8333 0.788235 0.5 0 0
640 0.126047 0.666667 15.5 0.811765 0.5 0 0
650 0.126047 0.666667 15.5 0.67451 0.5 0 0
660 0.126077 0.583333 16.0833 0.67451 0.5 0 0
670 0.126077 0.583333 16.0833 0.811765 0.5 0 0
680 0.126107 0.583333 16.6667 0.658824 0.5 0 0
690 0.126107 0.583333 16.6667 0.662745 0.5 0 0
700 0.126131 0.5 17.1667 0.67451 0.5 0 0
710 0.126131 0.5 17.1667 0.807843 0.5 0 0
720 0.126155 0.583333 17.75 0.807843 0.5 0 0
730 0.126155 0.583333 17.75 0.811765 0.5 0 0
740 0.12617 0.583333 18.3333 0.811765 0.5 0 0
750 0.12617 0.583333 18.3333 0.756863 0.5 0 0
760 0.126195 0.666667 19 0.792157 0.5 0 0
770 0.126195 0.666667 19 0.662745 0.5 0 0
780 0.126195 0.666667 19.6667 0.627451 0.5 0 0
790 0.126195 0.666667 19.6667 0.756863 0.5 0 0
800 0.126195 0.666667 20.3333 0.756863 0.5 0 0
810 0.126195 0.666667 20.3333 0.67451 0.5 0 0
820 0.126182 0.666667 21 0.627451 0.5 0 0
830 0.126182 0.666667 21 0.627451 0.5 0 0
840 0.126182 0.583333 21.5833 0.756863 0.5 0 0
850 0.126182 0.583333 21.5833 0.615686 0.5 0 0
860 0.126193 0.666667 22.25 0.694118 0.5 0 0
870 0.126193 0.666667 22.25 0.756863 0.5 0 0
880 0.126213 0.666667 22.9167 0.666667 0.5 0 0
890 0.126213 0.666667 22.9167 0.67451 0.5 0 0
900 0.126222 0.75 23.6667 0.67451 0.5 0 0
910 0.126222 0.75 23.6667 0.686275 0.5 0 0
920 0.126225 0.666667 24.3333 0.713725 0.5 0 0
930 0.126225 0.666667 24.3333 0.756863 0.5 0 0
940 0.126228 0.75 25.0833 0.619608 0.5 0 0
